"block_id","col","row","x_km","y_km","gamma_a","gamma_b","Ii_a","p_a","class_a","Ii_b","p_b","class_b","cluster","strategy"
1264,24,32,235,315,0.229394053475722,0.578023997032652,0.184272795803873,0.242,"Not significant",0.0630784113477391,0.678,"Not significant","Others","No cold spot"
1265,25,32,245,315,0.229425606576837,0.518407526814443,0.151090819210079,0.357,"Not significant",0.00012743672695544,0.965,"Not significant","Others","No cold spot"
1266,26,32,255,315,0.257470413758504,0.434096491879535,0.047520023117745,0.685,"Not significant",0.0853897853366211,0.694,"Not significant","Others","No cold spot"
1267,27,32,265,315,0.28963641639472,0.412113169469073,0.00260511930367378,0.969,"Not significant",0.261409964984105,0.327,"Not significant","Others","No cold spot"
1268,28,32,275,315,0.375873938049001,0.440666328263624,0.0117723649655805,0.866,"Not significant",0.338350628523037,0.091,"Not significant","Others","No cold spot"
1269,29,32,285,315,0.325104470951576,0.371374994795724,0.000393694009712205,0.83,"Not significant",0.768462910377477,0.031,"LL","Others","Increase quality"
1270,30,32,295,315,0.288210748151066,0.372588919447537,0.0496892039516406,0.466,"Not significant",0.896289362868645,0.016,"LL","Others","Increase quality"
1271,31,32,305,315,0.194071209566475,0.40236575581581,0.330793724917578,0.11,"Not significant",0.644201456417202,0.032,"LL","Others","Increase quality"
1272,32,32,315,315,0.167451631655561,0.477475143866856,0.509713237658116,0.06,"Not significant",0.214409882873704,0.044,"LL","Others","Increase quality"
1273,33,32,325,315,0.146958380372973,0.422972099902747,0.698828045138739,0.016,"LL",0.391344421689642,0.1,"Not significant","Others","Increase quantity"
1274,34,32,335,315,0.136082362770682,0.456105882069993,0.693893075785488,0.034,"LL",0.133544106847545,0.425,"Not significant","Others","Increase quantity"
1275,35,32,345,315,0.198396125159093,0.531977111477934,0.404469978883394,0.061,"Not significant",-0.000894820508388779,0.986,"Not significant","Others","No cold spot"
1276,36,32,355,315,0.276366957259096,0.609003782008788,0.0618015220363881,0.471,"Not significant",0.249583482413414,0.269,"Not significant","Others","No cold spot"
1277,37,32,365,315,0.422559598578861,0.597533672130805,0.040455306975579,0.811,"Not significant",0.341891276100599,0.098,"Not significant","Others","No cold spot"
1278,38,32,375,315,0.451543960993668,0.658678510884143,0.256433312023616,0.22,"Not significant",0.743453868076527,0.037,"HH","Others","No cold spot"
1279,39,32,385,315,0.421540600145117,0.606542543206892,0.196797798646524,0.204,"Not significant",0.460764926275986,0.044,"HH","Others","No cold spot"
1280,40,32,395,315,0.355619142585302,0.562475079071409,0.0582989097525206,0.334,"Not significant",0.240873053818496,0.09,"Not significant","Others","No cold spot"
1281,1,33,5,325,0.195325838979273,0.59925154443706,0.452691031514829,0.096,"Not significant",0.137042268812473,0.617,"Not significant","Others","No cold spot"
1282,2,33,15,325,0.188783523436105,0.59728440998802,0.554558008083764,0.015,"LL",-0.0205609114762812,0.922,"Not significant","Others","Increase quantity"
1283,3,33,25,325,0.0944347477689202,0.453124250739088,1.1118443063862,0.008,"LL",0.181213343955936,0.267,"Not significant","Others","Increase quantity"
1284,4,33,35,325,0.086942474877898,0.360397171206676,1.28925133177008,0.003,"LL",1.00796860003605,0.012,"LL","Cold spot","Increase both"
1285,5,33,45,325,0.084021027923758,0.330275370831476,1.36860084488419,0.004,"LL",1.72159456396215,0.001,"LL","Cold spot","Increase both"
1286,6,33,55,325,0.052665473288289,0.215539226157916,1.37121562892249,0.002,"LL",2.55849512767057,0.002,"LL","Cold spot","Increase both"
1287,7,33,65,325,0.148377813721673,0.438871054977164,0.740377144117829,0.017,"LL",0.581401518083803,0.007,"LL","Cold spot","Increase both"
1288,8,33,75,325,0.22725002903315,0.47267733557387,0.200402951660228,0.231,"Not significant",0.167534834761747,0.135,"Not significant","Others","No cold spot"
1289,9,33,85,325,0.339897706837338,0.449080040593905,0.00211050959684604,0.929,"Not significant",0.0768419639735417,0.684,"Not significant","Others","No cold spot"
1290,10,33,95,325,0.466588504414296,0.532552811441315,0.277222490852069,0.241,"Not significant",0.00172023209760536,0.955,"Not significant","Others","No cold spot"
1291,11,33,105,325,0.486031843212212,0.526451265673961,0.520836382064352,0.055,"Not significant",0.00625050689138572,0.798,"Not significant","Others","No cold spot"
1292,12,33,115,325,0.528422066429,0.514210965657447,0.660911940272239,0.057,"Not significant",-0.00255451389892071,0.736,"Not significant","Others","No cold spot"
1293,13,33,125,325,0.493845203273227,0.593400232807006,0.419614721502756,0.124,"Not significant",-0.0040423873854825,0.99,"Not significant","Others","No cold spot"
1294,14,33,135,325,0.411681362131098,0.530062518935096,0.0864251862113456,0.529,"Not significant",0.0119369658213216,0.732,"Not significant","Others","No cold spot"
1295,15,33,145,325,0.319645648376296,0.526236473845843,0.00632394532627693,0.557,"Not significant",-0.00166855629057992,0.954,"Not significant","Others","No cold spot"
1296,16,33,155,325,0.177231899415548,0.459955597559735,0.41662046850545,0.09,"Not significant",0.181783487154812,0.233,"Not significant","Others","No cold spot"
1297,17,33,165,325,0.126946489293361,0.427388661552674,0.939991379899401,0.006,"LL",0.778340382416075,0.002,"LL","Cold spot","Increase both"
1298,18,33,175,325,0.0433667898231549,0.160093113311378,1.50578368550587,0.001,"LL",3.78265038813091,0.001,"LL","Cold spot","Increase both"
1299,19,33,185,325,0.0452662236849733,0.243268174146564,1.54055585876809,0.002,"LL",3.2804894215602,0.001,"LL","Cold spot","Increase both"
1300,20,33,195,325,0.0941677603441855,0.338976045135032,1.20290804836061,0.002,"LL",1.98284080445369,0.001,"LL","Cold spot","Increase both"
1301,21,33,205,325,0.130896277477401,0.406747095158004,0.916062800023102,0.006,"LL",0.806648228704416,0.007,"LL","Cold spot","Increase both"
1302,22,33,215,325,0.13465851062569,0.50123741129039,0.679388068405548,0.032,"LL",0.0521471461932495,0.179,"Not significant","Others","Increase quantity"
1303,23,33,225,325,0.198051500601751,0.546294150230841,0.345925727105267,0.104,"Not significant",0.0186335912687749,0.834,"Not significant","Others","No cold spot"
1304,24,33,235,325,0.206767282405994,0.51195459517781,0.213198699150053,0.279,"Not significant",-0.00517881720577684,0.702,"Not significant","Others","No cold spot"
1305,25,33,245,325,0.30128713463594,0.484675774141998,0.0429550179587337,0.295,"Not significant",0.0175455303801626,0.815,"Not significant","Others","No cold spot"
1306,26,33,255,325,0.250502629972117,0.492541004734947,0.0791989379062406,0.539,"Not significant",0.0605949476249856,0.323,"Not significant","Others","No cold spot"
1307,27,33,265,325,0.301871502408815,0.468011623055076,0.014826549952336,0.716,"Not significant",0.161434901969836,0.215,"Not significant","Others","No cold spot"
1308,28,33,275,325,0.306123834317951,0.43977793074095,0.00488399025892343,0.897,"Not significant",0.305467763414127,0.1,"Not significant","Others","No cold spot"
1309,29,33,285,325,0.283455264341092,0.42434018535076,0.00500796112536835,0.937,"Not significant",0.416037423577225,0.058,"Not significant","Others","No cold spot"
1310,30,33,295,325,0.273666233723043,0.423240214042623,0.0548507524336114,0.524,"Not significant",0.441322487301483,0.065,"Not significant","Others","No cold spot"
1311,31,33,305,325,0.237403019414702,0.429642670510228,0.166412781994392,0.255,"Not significant",0.312270059302817,0.155,"Not significant","Others","No cold spot"
1312,32,33,315,325,0.189430290412471,0.4462905466241,0.409247929916886,0.072,"Not significant",0.244511821410303,0.178,"Not significant","Others","No cold spot"
1313,33,33,325,325,0.196871268371536,0.464934890198842,0.513650365895087,0.02,"LL",0.233359711958584,0.105,"Not significant","Others","Increase quantity"
1314,34,33,335,325,0.129674487185731,0.427651973892455,0.807517380467352,0.013,"LL",0.275128302204444,0.234,"Not significant","Others","Increase quantity"
1315,35,33,345,325,0.181546374760102,0.593827808752101,0.580043043696651,0.023,"LL",-0.0897234436398203,0.652,"Not significant","Others","Increase quantity"
1316,36,33,355,325,0.113613862578583,0.519477399372526,0.460556651926202,0.19,"Not significant",0.0097842356189478,0.086,"Not significant","Others","No cold spot"
1317,37,33,365,325,0.252312249102959,0.675745266348721,0.0491335951987961,0.689,"Not significant",0.921902224720031,0.027,"HH","Others","No cold spot"
1318,38,33,375,325,0.364667892100232,0.644211741218998,0.0309388764581763,0.648,"Not significant",0.954119468956077,0.008,"HH","Others","No cold spot"
1319,39,33,385,325,0.425870879908287,0.689584241722707,0.109878477349368,0.521,"Not significant",1.19770325220847,0.01,"HH","Others","No cold spot"
1320,40,33,395,325,0.36704245801452,0.651124155935018,0.0509097566674358,0.556,"Not significant",0.929112087507653,0.037,"HH","Others","No cold spot"
1321,1,34,5,335,0.107241977332327,0.534769831902306,1.01293674400435,0.03,"LL",-0.0155957923482204,0.764,"Not significant","Others","Increase quantity"
1322,2,34,15,335,0.0736541389320875,0.444562545678564,1.22979711743131,0.002,"LL",0.0692433570942114,0.69,"Not significant","Others","Increase quantity"
1323,3,34,25,335,0.0772721794627489,0.415857282788645,1.27064701488456,0.007,"LL",0.0942634612065353,0.744,"Not significant","Others","Increase quantity"
1324,4,34,35,335,0.0775948512779034,0.518850255120741,1.29864721409851,0.002,"LL",-0.00514691714459917,0.211,"Not significant","Others","Increase quantity"
1325,5,34,45,335,0.100668470479913,0.36976349026487,1.15562610800323,0.002,"LL",0.377428499015537,0.315,"Not significant","Others","Increase quantity"
1326,6,34,55,335,0.100481667930231,0.476487533114132,0.973658800678591,0.009,"LL",0.116576818520243,0.267,"Not significant","Others","Increase quantity"
1327,7,34,65,335,0.180678605750391,0.507524651173257,0.474555180349178,0.063,"Not significant",0.00745682632660394,0.757,"Not significant","Others","No cold spot"
1328,8,34,75,335,0.30188980833324,0.51869770274628,0.0236568786859014,0.591,"Not significant",0.00145349152824291,0.715,"Not significant","Others","No cold spot"
1329,9,34,85,335,0.446248091198207,0.584211639556827,0.124029566276584,0.522,"Not significant",0.0550268677703671,0.719,"Not significant","Others","No cold spot"
1330,10,34,95,335,0.462711662115449,0.497550409838089,0.451886850553519,0.035,"HH",-0.0182167242504307,0.71,"Not significant","Others","No cold spot"
1331,11,34,105,335,0.561699972516017,0.563552978160259,0.949926450407435,0.015,"HH",-0.0080527681433039,0.932,"Not significant","Others","No cold spot"
1332,12,34,115,335,0.534105459024802,0.509568380351462,0.842591601327614,0.016,"HH",0.00482360979413449,0.8,"Not significant","Others","No cold spot"
1333,13,34,125,335,0.478870619401045,0.431745447989059,0.414935939917455,0.091,"Not significant",0.0880062161629532,0.686,"Not significant","Others","No cold spot"
1334,14,34,135,335,0.329462567317077,0.4382317285135,0.00258673226200372,0.635,"Not significant",0.141342711723111,0.492,"Not significant","Others","No cold spot"
1335,15,34,145,335,0.241956547566206,0.501163632678631,0.151052400682386,0.272,"Not significant",0.0963882267049386,0.024,"LL","Others","Increase quality"
1336,16,34,155,335,0.155255008297536,0.362424113456486,0.662498824810577,0.02,"LL",1.50589749990849,0.001,"LL","Cold spot","Increase both"
1337,17,34,165,335,0.0570397688913218,0.20138065613277,1.45896334236911,0.001,"LL",4.74148381899319,0.001,"LL","Cold spot","Increase both"
1338,18,34,175,335,0.0427220729777592,0.204563166327156,1.71873043797221,0.001,"LL",5.38185674365065,0.001,"LL","Cold spot","Increase both"
1339,19,34,185,335,0.0622371706706438,0.143134791389505,1.60700242721889,0.001,"LL",6.1779957665501,0.001,"LL","Cold spot","Increase both"
1340,20,34,195,335,0.07964233636303,0.225135606791675,1.38851867274626,0.002,"LL",4.10641961446881,0.001,"LL","Cold spot","Increase both"
1341,21,34,205,335,0.0873077345011412,0.226938858301423,1.18095867136378,0.011,"LL",2.60268775624006,0.001,"LL","Cold spot","Increase both"
1342,22,34,215,335,0.165064945884647,0.447793307104407,0.636833538856714,0.029,"LL",0.334123473495432,0.043,"LL","Cold spot","Increase both"
1343,23,34,225,335,0.191837921929497,0.513958271555805,0.380164219279088,0.101,"Not significant",0.00203313804375719,0.815,"Not significant","Others","No cold spot"
1344,24,34,235,335,0.265355329315957,0.560860867161515,0.108457242522822,0.266,"Not significant",0.0252370303064893,0.814,"Not significant","Others","No cold spot"
1345,25,34,245,335,0.276925843279191,0.499717035389585,0.0602819642815594,0.466,"Not significant",-0.00274904276887085,0.952,"Not significant","Others","No cold spot"
1346,26,34,255,335,0.286494353354613,0.460866871366367,0.0292630417562186,0.684,"Not significant",0.0354605431246951,0.779,"Not significant","Others","No cold spot"
1347,27,34,265,335,0.297354250101446,0.489289993841939,0.00741752500975235,0.888,"Not significant",0.0486491214137506,0.515,"Not significant","Others","No cold spot"
1348,28,34,275,335,0.33201437777619,0.473078313021304,-0.00183200829971579,0.856,"Not significant",0.104338549467761,0.377,"Not significant","Others","No cold spot"
1349,29,34,285,335,0.319340737785441,0.463239238608794,0.00326895255912598,0.793,"Not significant",0.147346038912108,0.288,"Not significant","Others","No cold spot"
1350,30,34,295,335,0.348645110586341,0.477345817652154,-0.0314207949477621,0.429,"Not significant",0.106497513830143,0.285,"Not significant","Others","No cold spot"
1351,31,34,305,335,0.245199994107018,0.487694061095989,0.142491393376657,0.292,"Not significant",0.0652115487658429,0.371,"Not significant","Others","No cold spot"
1352,32,34,315,335,0.240998167477216,0.512317479962735,0.247961237244618,0.076,"Not significant",0.0136044505688803,0.283,"Not significant","Others","No cold spot"
1353,33,34,325,335,0.122934754004368,0.419818637373488,0.780130411480768,0.024,"LL",0.38952299861191,0.107,"Not significant","Others","Increase quantity"
1354,34,34,335,335,0.071954267108022,0.301192518560818,1.13695598297757,0.01,"LL",0.553323535835049,0.351,"Not significant","Others","Increase quantity"
1355,35,34,345,335,0.10180768742538,0.483090033419195,1.05382215729547,0.008,"LL",0.0225872127818016,0.764,"Not significant","Others","Increase quantity"
1356,36,34,355,335,0.163962134807569,0.632414942848574,0.597979808793393,0.029,"LL",0.467468808853781,0.114,"Not significant","Others","Increase quantity"
1357,37,34,365,335,0.246862786434687,0.673278670660817,0.17586691655413,0.167,"Not significant",1.13494269004137,0.006,"HH","Others","No cold spot"
1358,38,34,375,335,0.335694020543091,0.681878556629502,-0.00383171133116587,0.818,"Not significant",1.52409045422139,0.001,"HH","Others","No cold spot"
1359,39,34,385,335,0.339383098124609,0.689756701926296,0.00934214913772681,0.68,"Not significant",1.70146144442922,0.002,"HH","Others","No cold spot"
1360,40,34,395,335,0.365478634594081,0.693003291809113,0.0403045656585798,0.637,"Not significant",1.79712973455123,0.003,"HH","Others","No cold spot"
1361,1,35,5,345,0.0784134042999937,0.390654612584129,1.37973860242938,0.005,"LL",0.177831081942936,0.682,"Not significant","Others","Increase quantity"
1362,2,35,15,345,0.0722469687408011,0.470446473177745,1.39093635740003,0.002,"LL",0.0439113219170486,0.732,"Not significant","Others","Increase quantity"
1363,3,35,25,345,0.0735268801268198,0.532549048580254,1.34508644649145,0.006,"LL",0.0161926010955664,0.67,"Not significant","Others","Increase quantity"
1364,4,35,35,345,0.136958986949657,0.620196611054414,0.934729411294481,0.002,"LL",0.236707220511616,0.372,"Not significant","Others","Increase quantity"
1365,5,35,45,345,0.108120591072677,0.574500543814768,0.945772854985192,0.013,"LL",0.254076548908363,0.073,"Not significant","Others","Increase quantity"
1366,6,35,55,345,0.150518030409177,0.65500082815352,0.593050432690879,0.041,"LL",0.555475896150021,0.128,"Not significant","Others","Increase quantity"
1367,7,35,65,345,0.259004528837545,0.614202871745622,0.153761512523903,0.173,"Not significant",0.511882119531362,0.043,"HH","Others","No cold spot"
1368,8,35,75,345,0.216558309720786,0.630386217359893,-0.0342675429317343,0.844,"Not significant",0.520126450177283,0.083,"Not significant","Others","No cold spot"
1369,9,35,85,345,0.449214755752759,0.590984923253483,0.204973227004914,0.326,"Not significant",0.268272420488846,0.161,"Not significant","Others","No cold spot"
1370,10,35,95,345,0.512263850075779,0.570058581306548,0.606128231932172,0.061,"Not significant",0.0946938604805433,0.495,"Not significant","Others","No cold spot"
1371,11,35,105,345,0.52100687168903,0.460788109107358,0.685016283558924,0.045,"HH",-0.0323450213812174,0.823,"Not significant","Others","No cold spot"
1372,12,35,115,345,0.527659192570229,0.500431710219853,0.567779035776585,0.088,"Not significant",0.0270868524084289,0.522,"Not significant","Others","No cold spot"
1373,13,35,125,345,0.44809611321751,0.452243000018964,0.101289351486765,0.609,"Not significant",0.210180694230583,0.204,"Not significant","Others","No cold spot"
1374,14,35,135,345,0.299764625931744,0.444213756072115,0.0344921609286804,0.453,"Not significant",0.413208101744559,0.035,"LL","Others","Increase quality"
1375,15,35,145,345,0.205576895096268,0.388541527219176,0.440976306624082,0.029,"LL",1.35026646518162,0.001,"LL","Cold spot","Increase both"
1376,16,35,155,345,0.0777466146668674,0.0821637328395163,1.25531836697067,0.002,"LL",6.0503359936729,0.001,"LL","Cold spot","Increase both"
1377,17,35,165,345,0.0331081289419235,0.0815745055431688,1.78581907743832,0.001,"LL",8.09386054990478,0.001,"LL","Cold spot","Increase both"
1378,18,35,175,345,0.0359128229170779,0.0919699517220441,1.85071558964535,0.001,"LL",8.09345035830757,0.001,"LL","Cold spot","Increase both"
1379,19,35,185,345,0.0609887736378266,0.18884775482522,1.68026577603363,0.001,"LL",6.23595104522489,0.001,"LL","Cold spot","Increase both"
1380,20,35,195,345,0.0540152050069226,0.190278143906005,1.64537036938872,0.002,"LL",5.68526089125637,0.001,"LL","Cold spot","Increase both"
1381,21,35,205,345,0.0827429842894269,0.275955763620589,1.33532860445551,0.002,"LL",3.16270857326156,0.001,"LL","Cold spot","Increase both"
1382,22,35,215,345,0.119952956895948,0.397351471696396,0.84843761189752,0.006,"LL",0.820938422324039,0.01,"LL","Cold spot","Increase both"
1383,23,35,225,345,0.266728696353827,0.54252489978647,0.17973067166759,0.073,"Not significant",-0.0348247592121822,0.578,"Not significant","Others","No cold spot"
1384,24,35,235,345,0.252924419803996,0.536111966048794,0.112573039281895,0.374,"Not significant",0.0275882445724867,0.543,"Not significant","Others","No cold spot"
1385,25,35,245,345,0.285834378557412,0.590027913600616,0.0224362207171445,0.755,"Not significant",0.070922234564201,0.695,"Not significant","Others","No cold spot"
1386,26,35,255,345,0.328963757386445,0.524543956409972,0.000511460667596489,0.913,"Not significant",0.00850918140107417,0.637,"Not significant","Others","No cold spot"
1387,27,35,265,345,0.30735710386267,0.494034155333603,-0.0218082654551793,0.538,"Not significant",-0.0185826885263903,0.756,"Not significant","Others","No cold spot"
1388,28,35,275,345,0.406306328983182,0.522029021609536,0.0494512344975013,0.709,"Not significant",-7.8682407187779e-05,0.996,"Not significant","Others","No cold spot"
1389,29,35,285,345,0.275163763272209,0.480194275884639,-0.0268747926026651,0.749,"Not significant",0.01896178128341,0.863,"Not significant","Others","No cold spot"
1390,30,35,295,345,0.218590232132376,0.485631680064792,0.0719322604455068,0.701,"Not significant",0.0191018148473951,0.826,"Not significant","Others","No cold spot"
1391,31,35,305,345,0.259892900756179,0.540568264195238,0.102190613015143,0.369,"Not significant",-0.00541772221504383,0.918,"Not significant","Others","No cold spot"
1392,32,35,315,345,0.219750917451658,0.489356563205745,0.306074430127765,0.095,"Not significant",0.0157267377237064,0.856,"Not significant","Others","No cold spot"
1393,33,35,325,345,0.1098302823765,0.441600426255226,0.850122836473478,0.02,"LL",0.217576056861492,0.275,"Not significant","Others","Increase quantity"
1394,34,35,335,345,0.0938953131839806,0.45048672678863,1.16672296439854,0.004,"LL",0.232715222714121,0.16,"Not significant","Others","Increase quantity"
1395,35,35,345,345,0.0914154681848203,0.4695583375249,1.17502285124844,0.006,"LL",0.0130381226811298,0.905,"Not significant","Others","Increase quantity"
1396,36,35,355,345,0.1025707269262,0.643333460481265,0.8634681831198,0.024,"LL",0.583622774593972,0.08,"Not significant","Others","Increase quantity"
1397,37,35,365,345,0.216270808355132,0.692676744952497,0.24412031990438,0.178,"Not significant",1.55819926864107,0.002,"HH","Others","No cold spot"
1398,38,35,375,345,0.277529069090127,0.746870757389689,0.0104856346120364,0.884,"Not significant",2.33964582689366,0.001,"HH","Others","No cold spot"
1399,39,35,385,345,0.343153670545883,0.724148675899468,0.0166279030615107,0.576,"Not significant",2.43110143376968,0.001,"HH","Others","No cold spot"
1400,40,35,395,345,0.383594566476531,0.796905649293858,0.075040801533503,0.554,"Not significant",3.13238679050395,0.001,"HH","Others","No cold spot"
1401,1,36,5,355,0.0852162097071348,0.505096731073608,1.32818847652093,0.009,"LL",0.017948014183491,0.614,"Not significant","Others","Increase quantity"
1402,2,36,15,355,0.061665632618189,0.498652558001822,1.37408793348382,0.001,"LL",-0.0293411909672607,0.544,"Not significant","Others","Increase quantity"
1403,3,36,25,355,0.115271792630753,0.673955787444557,1.01335154393375,0.003,"LL",0.745301186066016,0.045,"HH","Others","Increase quantity"
1404,4,36,35,355,0.111993632167386,0.655081374035958,0.81992517804566,0.021,"LL",1.11707946618749,0.004,"HH","Others","Increase quantity"
1405,5,36,45,355,0.198332184783185,0.744614215762491,0.407363261955684,0.078,"Not significant",2.11316334637718,0.001,"HH","Others","No cold spot"
1406,6,36,55,355,0.199310813122373,0.768125971756607,0.253224469364599,0.245,"Not significant",2.39613824310057,0.002,"HH","Others","No cold spot"
1407,7,36,65,355,0.269461938110102,0.691755686604976,0.0592931446262939,0.547,"Not significant",1.77188138126648,0.002,"HH","Others","No cold spot"
1408,8,36,75,355,0.382591888041141,0.687351302204417,0.0157343907742832,0.882,"Not significant",1.43015624998652,0.002,"HH","Others","No cold spot"
1409,9,36,85,355,0.431809532182471,0.63755330476774,0.147542487043382,0.388,"Not significant",0.771780214825352,0.01,"HH","Others","No cold spot"
1410,10,36,95,355,0.44656951159018,0.561578901211764,0.27845255031858,0.161,"Not significant",0.138223124798958,0.248,"Not significant","Others","No cold spot"
1411,11,36,105,355,0.44484180826115,0.51246003757127,0.23146916756947,0.246,"Not significant",-0.0024079605420514,0.851,"Not significant","Others","No cold spot"
1412,12,36,115,355,0.365862855383983,0.50923892312758,0.0390044314640694,0.558,"Not significant",0.0172858369030931,0.416,"Not significant","Others","No cold spot"
1413,13,36,125,355,0.253993611055578,0.454754427503491,0.0701086650535799,0.562,"Not significant",0.296230895132767,0.056,"Not significant","Others","No cold spot"
1414,14,36,135,355,0.115013576667935,0.361149463009871,0.587560944406294,0.091,"Not significant",1.31167523862376,0.002,"LL","Others","Increase quality"
1415,15,36,145,355,0.0771750393902413,0.255199848248274,1.19983900390552,0.003,"LL",3.68546874486817,0.001,"LL","Cold spot","Increase both"
1416,16,36,155,355,0.0209011228253397,0.108325533564558,1.798133374351,0.003,"LL",7.33809458744807,0.001,"LL","Cold spot","Increase both"
1417,17,36,165,355,0.0315134890168407,0.138463092412137,1.93409323351672,0.002,"LL",7.76172133068626,0.001,"LL","Cold spot","Increase both"
1418,18,36,175,355,0.0331278470115523,0.142029231097255,1.93630416044154,0.001,"LL",7.20059159627571,0.001,"LL","Cold spot","Increase both"
1419,19,36,185,355,0.0335453374456113,0.162866678642786,1.92049658098277,0.001,"LL",6.5986127361078,0.001,"LL","Cold spot","Increase both"
1420,20,36,195,355,0.0272645915127196,0.109213606168377,1.90151782632839,0.002,"LL",6.95009535382411,0.001,"LL","Cold spot","Increase both"
1421,21,36,205,355,0.0375239991380655,0.178986781399274,1.71141157797229,0.001,"LL",4.8023285317936,0.001,"LL","Cold spot","Increase both"
1422,22,36,215,355,0.0987886846649107,0.381992675155175,1.043899032275,0.008,"LL",1.10016910636263,0.004,"LL","Cold spot","Increase both"
1423,23,36,225,355,0.224850915191856,0.535253662938966,0.34188882862618,0.046,"LL",-0.0440321534612798,0.354,"Not significant","Others","Increase quantity"
1424,24,36,235,355,0.223500267943311,0.556537090423344,0.141049387274676,0.412,"Not significant",0.0740870510172708,0.452,"Not significant","Others","No cold spot"
1425,25,36,245,355,0.332205784720091,0.559769286159743,-0.00039628520546912,0.965,"Not significant",0.136711781394203,0.204,"Not significant","Others","No cold spot"
1426,26,36,255,355,0.44769905137471,0.586651365238141,0.124992460300332,0.566,"Not significant",0.256202340963087,0.156,"Not significant","Others","No cold spot"
1427,27,36,265,355,0.444330297535635,0.633379849913676,0.246103076325521,0.218,"Not significant",0.354227915553833,0.228,"Not significant","Others","No cold spot"
1428,28,36,275,355,0.474834390832932,0.569035086021683,0.240587261422273,0.353,"Not significant",0.111096770414556,0.417,"Not significant","Others","No cold spot"
1429,29,36,285,355,0.378746536136412,0.533145943300731,0.0572801898219818,0.504,"Not significant",0.024894182129797,0.549,"Not significant","Others","No cold spot"
1430,30,36,295,355,0.317938171567346,0.53703672842751,0.0034591043043993,0.804,"Not significant",0.0249963550150597,0.639,"Not significant","Others","No cold spot"
1431,31,36,305,355,0.229019068341037,0.527342438851472,0.13530541356015,0.405,"Not significant",0.0139234844063597,0.589,"Not significant","Others","No cold spot"
1432,32,36,315,355,0.245448282465333,0.586076212612951,0.239731852125018,0.091,"Not significant",0.0392668217891607,0.836,"Not significant","Others","No cold spot"
1433,33,36,325,355,0.140128046630949,0.537238010045914,0.737727286982355,0.015,"LL",-0.00819857078202853,0.873,"Not significant","Others","Increase quantity"
1434,34,36,335,355,0.0850454029407907,0.406820195426993,1.1074474328241,0.008,"LL",-0.194601290472905,0.489,"Not significant","Others","Increase quantity"
1435,35,36,345,355,0.110125298283281,0.55186938646566,1.01273503623285,0.008,"LL",0.132250088847345,0.133,"Not significant","Others","Increase quantity"
1436,36,36,355,355,0.110134422798773,0.627356397136834,0.742530923829298,0.035,"LL",0.954482149517904,0.003,"HH","Others","Increase quantity"
1437,37,36,365,355,0.20357136237167,0.706807389879025,0.197674676655512,0.336,"Not significant",2.22714077612177,0.001,"HH","Others","No cold spot"
1438,38,36,375,355,0.384619219892114,0.767633159464982,0.0223487559139991,0.828,"Not significant",3.18216805170786,0.001,"HH","Others","No cold spot"
1439,39,36,385,355,0.464691614649101,0.740826437900654,0.219874905929566,0.362,"Not significant",3.11987051181948,0.001,"HH","Others","No cold spot"
1440,40,36,395,355,0.408509581019845,0.79592058832398,0.181576255684972,0.285,"Not significant",3.80712406796455,0.001,"HH","Others","No cold spot"
1441,1,37,5,365,0.0887211944630753,0.470517608722132,1.08518032337823,0.03,"LL",-0.161613640724433,0.275,"Not significant","Others","Increase quantity"
1442,2,37,15,365,0.111536493593818,0.616289021974406,0.936460119491418,0.006,"LL",0.517293102474155,0.03,"HH","Others","Increase quantity"
1443,3,37,25,365,0.147362560578219,0.716901882127035,0.69910552284485,0.014,"LL",1.56432094742605,0.005,"HH","Others","Increase quantity"
1444,4,37,35,365,0.195204913029842,0.746164370194956,0.374938314164976,0.095,"Not significant",2.51843374607373,0.001,"HH","Others","No cold spot"
1445,5,37,45,365,0.281223979159779,0.753194966723338,0.0909971227848251,0.234,"Not significant",2.90827765200527,0.001,"HH","Others","No cold spot"
1446,6,37,55,365,0.300137142954737,0.769546616619398,0.0269531643336916,0.502,"Not significant",3.25113685346632,0.001,"HH","Others","No cold spot"
1447,7,37,65,365,0.337666499380167,0.777812356423206,-0.000248068549178862,0.989,"Not significant",3.25830948854166,0.001,"HH","Others","No cold spot"
1448,8,37,75,365,0.395265937681226,0.769191534139507,0.0428577981998478,0.731,"Not significant",2.51605401939528,0.001,"HH","Others","No cold spot"
1449,9,37,85,365,0.350313717159314,0.695984114301574,0.0306727960953967,0.448,"Not significant",1.33082787089214,0.006,"HH","Others","No cold spot"
1450,10,37,95,365,0.352564062045226,0.601345079631631,0.0254862748677668,0.556,"Not significant",0.288726912463116,0.18,"Not significant","Others","No cold spot"
1451,11,37,105,365,0.36787026035788,0.539578998573158,-0.00942637303689446,0.897,"Not significant",-0.00115214762714523,0.985,"Not significant","Others","No cold spot"
1452,12,37,115,365,0.207738103935958,0.471044431920731,0.166720037032873,0.394,"Not significant",0.15873416314653,0.204,"Not significant","Others","No cold spot"
1453,13,37,125,365,0.188098483357555,0.419982534830813,0.47193132158227,0.042,"LL",0.750743360279909,0.005,"LL","Cold spot","Increase both"
1454,14,37,135,365,0.114878260500447,0.263338714234751,1.02059805521345,0.005,"LL",2.84806066080147,0.001,"LL","Cold spot","Increase both"
